lemma	docs	occurrences
хлопушка	234.0	376.0
приблизиться	3928.0	8307.0
помять	5897.0	15683.0
социалистический	4621.0	15753.0
пупырышек	190.0	236.0
атеизм	511.0	948.0
беспокоить	3968.0	7905.0
рецепт	2698.0	4759.0
заимствование	686.0	1242.0
расшифровывать	359.0	423.0
подбор	2250.0	4264.0
собственно	9654.0	26236.0
выровнять	492.0	615.0
выкатиться	823.0	1151.0
корова	4435.0	15218.0
выкатываться	341.0	403.0
вакса	293.0	580.0
духовный	9285.0	45741.0
кормилец	870.0	1572.0
надписать	521.0	705.0
убогость	221.0	255.0
новость	7316.0	17976.0
остужать	123.0	150.0
облом	308.0	1471.0
вегетарианство	135.0	193.0
откачивать	236.0	313.0
филантроп	222.0	270.0
напор	2051.0	3308.0
практиковать	1055.0	1478.0
именоваться	1877.0	3195.0
тазовый	137.0	261.0
несвобода	339.0	528.0
расчленить	445.0	629.0
эффектно	798.0	995.0
дневной	3686.0	6570.0
смотрины	234.0	343.0
праматерь	123.0	165.0
микроавтобус	221.0	399.0
фальшивомонетчик	194.0	273.0
десятиклассник	179.0	271.0
мечеть	893.0	3101.0
химера	527.0	846.0
напихать	199.0	221.0
дошкольный	407.0	1577.0
захлопнуться	1057.0	1548.0
дубль	294.0	761.0
оживленный	3701.0	7487.0
критика	6659.0	22684.0
ввоз	742.0	1294.0
залезть	2001.0	3766.0
шлюз	469.0	1019.0
самодеятельный	722.0	1226.0
преподать	649.0	913.0
авторучка	394.0	639.0
дьяк	420.0	3176.0
вдыхание	154.0	275.0
тряпочка	848.0	1283.0
повеление	1756.0	5510.0
вкупе	904.0	1207.0
прокламация	856.0	1904.0
белесоватый	274.0	445.0
поцеловаться	953.0	1509.0
кузбассэнерго	11.0	21.0
фантом	479.0	745.0
переодеваться	955.0	1343.0
госпитализировать	239.0	302.0
озлобить	1260.0	2041.0
материал	17646.0	56082.0
добираться	1855.0	2725.0
иллюстрировать	1809.0	2506.0
паренек	1150.0	2580.0
нежный	7643.0	28063.0
охмурить	75.0	86.0
сосредоточиваться	949.0	1549.0
васильковый	379.0	992.0
прилепиться	629.0	801.0
удобство	3545.0	5610.0
перемирие	661.0	1651.0
хлопанье	461.0	576.0
стелить	542.0	667.0
перворожденный	28.0	41.0
добросовестно	1708.0	2486.0
писаный	1984.0	3628.0
вколачивать	181.0	203.0
наушник	725.0	1346.0
дорогуша	90.0	182.0
зипун	387.0	882.0
заочник	98.0	125.0
лор	175.0	731.0
соображать	2712.0	6061.0
курсовой	481.0	737.0
метаться	3326.0	7100.0
отгонять	1292.0	1851.0
запираться	1348.0	1967.0
запах	7093.0	28467.0
рыбачить	309.0	514.0
падчерица	270.0	744.0
начитанный	700.0	962.0
бросаться	5198.0	11530.0
разливаться	1539.0	2230.0
общепит	190.0	276.0
врожденный	1674.0	3251.0
слабенький	762.0	1045.0
носок	2787.0	6570.0
выяснять	1768.0	2579.0
разрабатываться	1454.0	1916.0
вести	34312.0	118423.0
гудение	531.0	768.0
посметь	2081.0	3869.0
единоличный	980.0	1554.0
приплюснуть	402.0	501.0
заоблачный	416.0	523.0
шайба	317.0	737.0
малорослый	297.0	391.0
аянка	1.0	3.0
ооо	1383.0	3070.0
расцеловаться	422.0	596.0
поп	3997.0	15603.0
неколебимый	287.0	338.0
чутко	1157.0	1604.0
перловка	82.0	117.0
вселенский	1320.0	3479.0
намотать	735.0	957.0
опереться	2193.0	3648.0
волонтер	403.0	832.0
сторонка	1283.0	2073.0
выщербить	204.0	244.0
водородный	474.0	1155.0
похмельный	301.0	428.0
встревать	226.0	293.0
салтык	502.0	1346.0
тля	287.0	504.0
кадр	5202.0	12993.0
раскурочить	93.0	106.0
пожирать	1531.0	2307.0
груженый	290.0	348.0
самодержавие	1039.0	3089.0
якутский	516.0	1336.0
омлет	171.0	343.0
выкручивать	275.0	315.0
воспринять	3109.0	5474.0
знак	11512.0	39662.0
публичный	5787.0	13504.0
вассал	335.0	728.0
скотский	445.0	650.0
гарда	72.0	123.0
подшить	408.0	539.0
обругать	1041.0	1633.0
акваланг	244.0	772.0
мзда	455.0	639.0
адресок	113.0	159.0
заботить	597.0	744.0
зарядить	2017.0	3545.0
чача	66.0	194.0
ошеломить	1793.0	2924.0
рыжеватый	883.0	1438.0
перерастать	491.0	593.0
кроить	459.0	561.0
запастись	1213.0	1783.0
вопреки	4555.0	8038.0
она	66472.0	2329943.0
ледокол	468.0	1580.0
одеться	3251.0	6625.0
имущий	719.0	1163.0
жать	2923.0	5674.0
планер	212.0	661.0
погоня	2552.0	4486.0
вторично	2044.0	3594.0
блюститель	628.0	879.0
безветрие	280.0	400.0
десятилетие	5869.0	10546.0
стюард	63.0	142.0
послесловие	460.0	641.0
усадьба	2581.0	9215.0
густота	571.0	863.0
автослесарь	55.0	83.0
якутия	554.0	1132.0
лишек	1018.0	1833.0
пущий	524.0	692.0
ушной	272.0	539.0
приемщица	71.0	206.0
распечатывать	334.0	399.0
сантехника	393.0	618.0
изъездить	274.0	318.0
кабина	1766.0	6031.0
синенький	405.0	656.0
строго	8478.0	21491.0
барабанщик	488.0	980.0
карелия	496.0	926.0
плантация	755.0	1477.0
любимый	11800.0	39548.0
заправочный	128.0	249.0
правота	2057.0	3303.0
хватка	790.0	1151.0
внешнеполитический	537.0	949.0
финансирование	2940.0	5758.0
шевелиться	3065.0	7072.0
изморозь	270.0	351.0
склеить	742.0	976.0
взнуздать	186.0	224.0
оппонент	1782.0	2969.0
подышать	1015.0	1334.0
желательный	3766.0	6093.0
голо	289.0	343.0
старикан	225.0	362.0
примадонна	260.0	463.0
фергана	120.0	260.0
несерьезный	914.0	1263.0
смотреться	1927.0	2853.0
гнусный	2492.0	5144.0
иудаизм	263.0	538.0
амбулатория	227.0	443.0
побрести	1271.0	2292.0
проклинать	2062.0	3615.0
умножение	957.0	1637.0
взрывать	975.0	1360.0
лужники	274.0	468.0
сглазить	430.0	628.0
вход	6773.0	18996.0
переносный	1091.0	1535.0
пустяк	3931.0	9879.0
сверток	1476.0	3092.0
ветерок	2170.0	4286.0
кривоватый	180.0	219.0
накат	343.0	544.0
бросать	7434.0	20084.0
объясняться	6151.0	11197.0
микробный	91.0	190.0
центнер	524.0	1399.0
усилие	11074.0	27940.0
размешивать	240.0	295.0
мякина	404.0	580.0
ожерелье	852.0	1583.0
ритмический	772.0	1654.0
изучаться	954.0	1406.0
уж	57985.0	801644.0
маникюр	298.0	494.0
дразнить	2095.0	3788.0
сезонный	815.0	1178.0
англо	339.0	583.0
переизбрать	165.0	202.0
отсмеяться	167.0	209.0
конек	1661.0	3611.0
спецодежда	178.0	239.0
ушибить	937.0	1262.0
чужак	667.0	1034.0
лимфоцит	140.0	638.0
моллюск	471.0	1034.0
пылать	2783.0	6134.0
железобетонный	556.0	953.0
зачаровать	582.0	790.0
включиться	1220.0	1695.0
катерок	84.0	124.0
легализовать	290.0	340.0
кантата	235.0	440.0
шомпол	244.0	412.0
анатомия	826.0	1707.0
шумиха	421.0	517.0
плесень	935.0	1564.0
немудрено	852.0	1206.0
ненавязчивый	499.0	594.0
чур	521.0	1048.0
игрище	287.0	475.0
шелохнуться	744.0	976.0
шахов	218.0	1432.0
насторожиться	1396.0	2595.0
торжественность	1191.0	1648.0
ежеминутный	1255.0	2116.0
модистка	222.0	300.0
сожительство	483.0	710.0
наяву	1339.0	2129.0
опрашивать	466.0	616.0
вынужденный	8590.0	17526.0
донестись	1665.0	3671.0
непостоянный	643.0	844.0
гнездиться	825.0	1151.0
шрам	1137.0	2592.0
беспрестанный	2271.0	7943.0
садист	355.0	540.0
коптилка	227.0	510.0
влюбиться	2452.0	5584.0
сгладить	768.0	919.0
кашка	380.0	594.0
заслоняться	245.0	275.0
скороговорка	1143.0	1753.0
машинистка	576.0	1132.0
шаман	454.0	2161.0
погибнуть	10640.0	33695.0
успокаивать	3075.0	5669.0
угода	944.0	1295.0
погрузиться	2518.0	4396.0
капот	1137.0	1945.0
батенька	502.0	1543.0
покойный	6686.0	20906.0
импозантный	235.0	290.0
екатерининский	998.0	1861.0
господствующий	1725.0	3598.0
обескровить	280.0	347.0
непочтительный	412.0	516.0
умыть	810.0	1056.0
высокопарный	506.0	625.0
закись	77.0	170.0
нападающий	629.0	1038.0
травоядный	171.0	256.0
неуловимый	2284.0	3855.0
писаться	3037.0	5414.0
абсурд	1223.0	2021.0
сервис	1190.0	2371.0
взмывать	415.0	537.0
брюхо	2040.0	4586.0
гипоксия	37.0	64.0
предназначение	1032.0	1454.0
затемно	274.0	359.0
англичанка	646.0	1407.0
эмбриональный	169.0	314.0
ограниченный	4950.0	8633.0
ненаглядный	600.0	1093.0
управлять	9409.0	25082.0
травля	878.0	1493.0
метастаз	153.0	223.0
скреститься	224.0	255.0
кактус	461.0	1093.0
узелок	1173.0	2419.0
грозд	604.0	784.0
оправлять	487.0	712.0
кисея	432.0	615.0
волховский	205.0	579.0
автоматчик	333.0	1200.0
повседневность	598.0	998.0
капиталистический	1757.0	4726.0
выправка	644.0	945.0
потрескивание	209.0	233.0
созреть	2063.0	3060.0
пятиклассник	132.0	205.0
бицепс	236.0	350.0
нелишний	499.0	623.0
простонародье	430.0	694.0
бессовестный	1265.0	1871.0
умыкнуть	123.0	156.0
доброволец	1879.0	4317.0
обжигала	173.0	230.0
гиена	303.0	650.0
шахматный	1377.0	3465.0
присмиреть	569.0	752.0
слюдяной	249.0	373.0
выявление	1825.0	3398.0
графиня	1761.0	11805.0
ребячий	522.0	888.0
порядок	21038.0	84961.0
долго	18325.0	100485.0
случиться	13399.0	55696.0
сникнуть	445.0	590.0
кошечка	382.0	642.0
урон	957.0	1459.0
гипнотический	368.0	651.0
пальба	962.0	2183.0
усугубляться	606.0	698.0
зачеркнуть	689.0	1109.0
чукотка	345.0	1135.0
прозрачность	1247.0	1797.0
репортаж	952.0	1807.0
лада	3157.0	6558.0
адский	1871.0	3455.0
остудить	364.0	497.0
прожужжать	250.0	278.0
старенький	1884.0	3411.0
выброситься	448.0	556.0
крахмал	458.0	1101.0
набрасывать	721.0	909.0
усс	30.0	139.0
побережье	2578.0	5759.0
фальсификация	588.0	895.0
вскричать	1427.0	7381.0
элементарный	3340.0	6903.0
вытаращить	1018.0	1642.0
вытеснять	1000.0	1295.0
струнка	561.0	720.0
